               column_name               |   table_name   |                field_id                 |                                             description                                              | coding | inst | arr |          type          
 c5081_1_14                              | ukb_pheno_5_01 | 5081                                    | Displayed letters in round (left)                                                                    |        |    1 |  14 | Text
 c5081_1_15                              | ukb_pheno_5_01 | 5081                                    | Displayed letters in round (left)                                                                    |        |    1 |  15 | Text
 c5082_0_0                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |   0 | Text
 c5082_0_1                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |   1 | Text
 c5082_0_2                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |   2 | Text
 c5082_0_3                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |   3 | Text
 c5082_0_4                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |   4 | Text
 c5082_0_5                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |   5 | Text
 c5082_0_6                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |   6 | Text
 c5082_0_7                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |   7 | Text
 c5082_0_8                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |   8 | Text
 c5082_0_9                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |   9 | Text
 c5082_0_10                              | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |  10 | Text
 c5082_0_11                              | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |  11 | Text
 c5082_0_12                              | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |  12 | Text
 c5082_0_13                              | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |  13 | Text
 c5082_0_14                              | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |  14 | Text
 c5082_0_15                              | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    0 |  15 | Text
 c5082_1_0                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |   0 | Text
 c5082_1_1                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |   1 | Text
 c5082_1_2                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |   2 | Text
 c5082_1_3                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |   3 | Text
 c5082_1_4                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |   4 | Text
 c5082_1_5                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |   5 | Text
 c5082_1_6                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |   6 | Text
 c5082_1_7                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |   7 | Text
 c5082_1_8                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |   8 | Text
 c5082_1_9                               | ukb_pheno_5_01 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |   9 | Text
 c5082_1_10                              | ukb_pheno_5_02 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |  10 | Text
 c5082_1_11                              | ukb_pheno_5_02 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |  11 | Text
 c5082_1_12                              | ukb_pheno_5_02 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |  12 | Text
 c5082_1_13                              | ukb_pheno_5_02 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |  13 | Text
 c5082_1_14                              | ukb_pheno_5_02 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |  14 | Text
 c5082_1_15                              | ukb_pheno_5_02 | 5082                                    | Visual acuity result in round (left)                                                                 |        |    1 |  15 | Text
 c5083_0_0                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |   0 | Text
 c5083_0_1                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |   1 | Text
 c5083_0_2                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |   2 | Text
 c5083_0_3                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |   3 | Text
 c5083_0_4                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |   4 | Text
 c5083_0_5                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |   5 | Text
 c5083_0_6                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |   6 | Text
 c5083_0_7                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |   7 | Text
 c5083_0_8                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |   8 | Text
 c5083_0_9                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |   9 | Text
 c5083_0_10                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |  10 | Text
 c5083_0_11                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |  11 | Text
 c5083_0_12                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |  12 | Text
 c5083_0_13                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |  13 | Text
 c5083_0_14                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |  14 | Text
 c5083_0_15                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    0 |  15 | Text
 c5083_1_0                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |   0 | Text
 c5083_1_1                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |   1 | Text
 c5083_1_2                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |   2 | Text
 c5083_1_3                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |   3 | Text
 c5083_1_4                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |   4 | Text
 c5083_1_5                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |   5 | Text
 c5083_1_6                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |   6 | Text
 c5083_1_7                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |   7 | Text
 c5083_1_8                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |   8 | Text
 c5083_1_9                               | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |   9 | Text
 c5083_1_10                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |  10 | Text
 c5083_1_11                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |  11 | Text
 c5083_1_12                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |  12 | Text
 c5083_1_13                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |  13 | Text
 c5083_1_14                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |  14 | Text
 c5083_1_15                              | ukb_pheno_5_02 | 5083                                    | Visual acuity result in round (right)                                                                |        |    1 |  15 | Text
 c5084_0_0                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    0 |   0 | Continuous
 c5084_0_1                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    0 |   1 | Continuous
 c5084_0_2                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    0 |   2 | Continuous
 c5084_0_3                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    0 |   3 | Continuous
 c5084_0_4                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    0 |   4 | Continuous
 c5084_0_5                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    0 |   5 | Continuous
 c5084_0_6                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    0 |   6 | Continuous
 c5084_0_7                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    0 |   7 | Continuous
 c5084_0_8                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    0 |   8 | Continuous
 c5084_0_9                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    0 |   9 | Continuous
 c5084_1_0                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    1 |   0 | Continuous
 c5084_1_1                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    1 |   1 | Continuous
 c5084_1_2                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    1 |   2 | Continuous
 c5084_1_3                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    1 |   3 | Continuous
 c5084_1_4                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    1 |   4 | Continuous
 c5084_1_5                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    1 |   5 | Continuous
 c5084_1_6                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    1 |   6 | Continuous
 c5084_1_7                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    1 |   7 | Continuous
 c5084_1_8                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    1 |   8 | Continuous
 c5084_1_9                               | ukb_pheno_5_02 | 5084                                    | Spherical power (right)                                                                              |        |    1 |   9 | Continuous
 c5085_0_0                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    0 |   0 | Continuous
 c5085_0_1                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    0 |   1 | Continuous
 c5085_0_2                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    0 |   2 | Continuous
 c5085_0_3                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    0 |   3 | Continuous
 c5085_0_4                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    0 |   4 | Continuous
 c5085_0_5                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    0 |   5 | Continuous
 c5085_0_6                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    0 |   6 | Continuous
 c5085_0_7                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    0 |   7 | Continuous
 c5085_0_8                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    0 |   8 | Continuous
 c5085_0_9                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    0 |   9 | Continuous
 c5085_1_0                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    1 |   0 | Continuous
 c5085_1_1                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    1 |   1 | Continuous
 c5085_1_2                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    1 |   2 | Continuous
 c5085_1_3                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    1 |   3 | Continuous
 c5085_1_4                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    1 |   4 | Continuous
 c5085_1_5                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    1 |   5 | Continuous
 c5085_1_6                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    1 |   6 | Continuous
 c5085_1_7                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    1 |   7 | Continuous
 c5085_1_8                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    1 |   8 | Continuous
 c5085_1_9                               | ukb_pheno_5_02 | 5085                                    | Spherical power (left)                                                                               |        |    1 |   9 | Continuous
 c5086_0_0                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    0 |   0 | Continuous
 c5086_0_1                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    0 |   1 | Continuous
 c5086_0_2                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    0 |   2 | Continuous
 c5086_0_3                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    0 |   3 | Continuous
 c5086_0_4                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    0 |   4 | Continuous
 c5086_0_5                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    0 |   5 | Continuous
 c5983_0_6                               | ukb_pheno_5_02 | 5983                                    | ECG, heart rate                                                                                      |        |    0 |   6 | Integer
 c5086_0_6                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    0 |   6 | Continuous
 c5086_0_7                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    0 |   7 | Continuous
 c5086_0_8                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    0 |   8 | Continuous
 c5086_0_9                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    0 |   9 | Continuous
 c5086_1_0                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    1 |   0 | Continuous
 c5086_1_1                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    1 |   1 | Continuous
 c5086_1_2                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    1 |   2 | Continuous
 c5086_1_3                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    1 |   3 | Continuous
 c5086_1_4                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    1 |   4 | Continuous
 c5086_1_5                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    1 |   5 | Continuous
 c5086_1_6                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    1 |   6 | Continuous
 c5086_1_7                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    1 |   7 | Continuous
 c5086_1_8                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    1 |   8 | Continuous
 c5086_1_9                               | ukb_pheno_5_02 | 5086                                    | Cylindrical power (left)                                                                             |        |    1 |   9 | Continuous
 c5087_0_0                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    0 |   0 | Continuous
 c5087_0_1                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    0 |   1 | Continuous
 c5087_0_2                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    0 |   2 | Continuous
 c5087_0_3                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    0 |   3 | Continuous
 c5087_0_4                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    0 |   4 | Continuous
 c5087_0_5                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    0 |   5 | Continuous
 c5087_0_6                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    0 |   6 | Continuous
 c5087_0_7                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    0 |   7 | Continuous
 c5087_0_8                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    0 |   8 | Continuous
 c5087_0_9                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    0 |   9 | Continuous
 c5087_1_0                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    1 |   0 | Continuous
 c5087_1_1                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    1 |   1 | Continuous
 c5087_1_2                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    1 |   2 | Continuous
 c5087_1_3                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    1 |   3 | Continuous
 c5087_1_4                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    1 |   4 | Continuous
 c5087_1_5                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    1 |   5 | Continuous
 c5087_1_6                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    1 |   6 | Continuous
 c5087_1_7                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    1 |   7 | Continuous
 c5087_1_8                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    1 |   8 | Continuous
 c5087_1_9                               | ukb_pheno_5_02 | 5087                                    | Cylindrical power (right)                                                                            |        |    1 |   9 | Continuous
 c5088_0_0                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    0 |   0 | Integer
 c5088_0_1                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    0 |   1 | Integer
 c5088_0_2                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    0 |   2 | Integer
 c5088_0_3                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    0 |   3 | Integer
 c5088_0_4                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    0 |   4 | Integer
 c5088_0_5                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    0 |   5 | Integer
 c5088_0_6                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    0 |   6 | Integer
 c5088_0_7                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    0 |   7 | Integer
 c5088_0_8                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    0 |   8 | Integer
 c5088_0_9                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    0 |   9 | Integer
 c5088_1_0                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    1 |   0 | Integer
 c5088_1_1                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    1 |   1 | Integer
 c5088_1_2                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    1 |   2 | Integer
 c5088_1_3                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    1 |   3 | Integer
 c5088_1_4                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    1 |   4 | Integer
 c5088_1_5                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    1 |   5 | Integer
 c5088_1_6                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    1 |   6 | Integer
 c5088_1_7                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    1 |   7 | Integer
 c5088_1_8                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    1 |   8 | Integer
 c5088_1_9                               | ukb_pheno_5_02 | 5088                                    | Astigmatism angle (right)                                                                            |        |    1 |   9 | Integer
 c5089_0_0                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    0 |   0 | Integer
 c5089_0_1                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    0 |   1 | Integer
 c5089_0_2                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    0 |   2 | Integer
 c5089_0_3                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    0 |   3 | Integer
 c5089_0_4                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    0 |   4 | Integer
 c5089_0_5                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    0 |   5 | Integer
 c5089_0_6                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    0 |   6 | Integer
 c5089_0_7                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    0 |   7 | Integer
 c5089_0_8                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    0 |   8 | Integer
 c5089_0_9                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    0 |   9 | Integer
 c5089_1_0                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    1 |   0 | Integer
 c5089_1_1                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    1 |   1 | Integer
 c5089_1_2                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    1 |   2 | Integer
 c5089_1_3                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    1 |   3 | Integer
 c5089_1_4                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    1 |   4 | Integer
 c5089_1_5                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    1 |   5 | Integer
 c5089_1_6                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    1 |   6 | Integer
 c5089_1_7                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    1 |   7 | Integer
 c5089_1_8                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    1 |   8 | Integer
 c5089_1_9                               | ukb_pheno_5_02 | 5089                                    | Astigmatism angle (left)                                                                             |        |    1 |   9 | Integer
 c5090_0_0                               | ukb_pheno_5_02 | 5090                                    | Refractometry result unreliable (left)                                                               |   1204 |    0 |   0 | Categorical (single)
 c5090_0_1                               | ukb_pheno_5_02 | 5090                                    | Refractometry result unreliable (left)                                                               |   1204 |    0 |   1 | Categorical (single)
 c5090_0_2                               | ukb_pheno_5_02 | 5090                                    | Refractometry result unreliable (left)                                                               |   1204 |    0 |   2 | Categorical (single)
 c5090_0_3                               | ukb_pheno_5_02 | 5090                                    | Refractometry result unreliable (left)                                                               |   1204 |    0 |   3 | Categorical (single)
 c5090_0_4                               | ukb_pheno_5_02 | 5090                                    | Refractometry result unreliable (left)                                                               |   1204 |    0 |   4 | Categorical (single)
